,level1,level2,level3,info1,info2
116,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ncr00040],D      NCU01701 ribitol kinase,K00875 rbtK; D-ribulokinase [EC:2.7.1.47]
117,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],"D      NCU08412 endo-beta-1,4-mannanase","K19355 MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"
118,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU07165 mannose-6-phosphate isomerase,K01809 manA; mannose-6-phosphate isomerase [EC:5.3.1.8]
119,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU02322 mannose-6-phosphate isomerase,K01809 manA; mannose-6-phosphate isomerase [EC:5.3.1.8]
120,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU02829 sec53; Sec53-like,K17497 PMM; phosphomannomutase [EC:5.4.2.8]
121,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU05937 GDP-mannose pyrophosphorylase,K00966 GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
122,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU06003 mannose-1-phosphate guanyltransferase,K00966 GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
123,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU11186 NUDIX family hydrolase,K18447 NUDX14; ADP-sugar diphosphatase [EC:3.6.1.21]
124,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU09035 alcohol dehydrogenase,K18337 LRA1; L-rhamnose 1-dehydrogenase [EC:1.1.1.378 1.1.1.377 1.1.1.173]
125,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU03605 amidohydrolase,"K18338 LRA2; L-rhamnono-1,4-lactonase [EC:3.1.1.65]"
126,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU09034 mandelate racemase/muconate lactonizing enzyme family protein,K12661 LRA3; L-rhamnonate dehydratase [EC:4.2.1.90]
127,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU05037 dihydrodipicolinate synthetase,K18339 LRA4; 2-keto-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53]
128,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU05700 mannosyl-3-phosphoglycerate synthase,K05947 E2.4.1.217; mannosyl-3-phosphoglycerate synthase [EC:2.4.1.217]
129,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU02542 emp-1; embden-meyerhof pathway-1,K00844 HK; hexokinase [EC:2.7.1.1]
130,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU04728 hexokinase-1,K00844 HK; hexokinase [EC:2.7.1.1]
131,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU00575 glucokinase,K00844 HK; hexokinase [EC:2.7.1.1]
132,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU00629 emp-3; embden-meyerhof pathway-3,K00850 pfkA; 6-phosphofructokinase 1 [EC:2.7.1.11]
133,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU04797 fbp-1; fructose-bisphosphatase-1,"K03841 FBP; fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
134,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],"D      NCU09347 fructose-2,6-bisphosphatase","K19029 PFKFB2; 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46]"
135,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],"D      NCU01178 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase","K19030 PFKFB4; 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 4 [EC:2.7.1.105 3.1.3.46]"
136,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU01728 6-phosphofructo-2-kinase,K00900 E2.7.1.105; 6-phosphofructo-2-kinase [EC:2.7.1.105]
137,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU07318 mannitol-1-phosphate 5-dehydrogenase,K00009 mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]
138,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU03742 hypothetical protein,K00846 KHK; ketohexokinase [EC:2.7.1.3]
139,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU07022 sorbitol dehydrogenase,K00008 SORD; L-iditol 2-dehydrogenase [EC:1.1.1.14]
140,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU01905 sorbitol dehydrogenase,K00008 SORD; L-iditol 2-dehydrogenase [EC:1.1.1.14]
141,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU09041 L-xylulose reductase,K17742 SOU1; sorbose reductase [EC:1.1.1.289]
142,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU03803 sorbitol utilization protein SOU2,K17742 SOU1; sorbose reductase [EC:1.1.1.289]
143,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU07807 fba; fructose bisphosphate aldolase,"K01624 FBA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"
144,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU04401 fructose-bisphosphate aldolase,"K01624 FBA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"
145,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU07550 triosephosphate isomerase,K01803 TPI; triosephosphate isomerase (TIM) [EC:5.3.1.1]
146,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU10106 mitochondrial triosephosphate isomerase,K01803 TPI; triosephosphate isomerase (TIM) [EC:5.3.1.1]
147,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU03779 dak-1; dihydroxyacetone kinase-1,K00863 DAK; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]
148,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU04400 hypothetical protein,K00863 DAK; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]
149,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00051 Fructose and mannose metabolism [PATH:ncr00051],D      NCU10107 ribose 5-phosphate isomerase,K01808 rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]
150,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU09705 GAL10,K01785 galM; aldose 1-epimerase [EC:5.1.3.3]
151,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU08516 aldose 1-epimerase,K01785 galM; aldose 1-epimerase [EC:5.1.3.3]
152,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU08398 aldose 1-epimerase,K01785 galM; aldose 1-epimerase [EC:5.1.3.3]
153,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU08687 galactokinase,K00849 galK; galactokinase [EC:2.7.1.6]
154,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU04460 galactose-1-phosphate uridylyltransferase,K00965 galT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
155,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU05133 udp-glucose 4-epimerase,K01784 galE; UDP-glucose 4-epimerase [EC:5.1.3.2]
156,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU04442 GAL10,K01784 galE; UDP-glucose 4-epimerase [EC:5.1.3.2]
157,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU02797 UTP-glucose-1-phosphate uridylyltransferase,K00963 UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
158,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU10058 phosphoglucomutase 2,K01835 pgm; phosphoglucomutase [EC:5.4.2.2]
159,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU02542 emp-1; embden-meyerhof pathway-1,K00844 HK; hexokinase [EC:2.7.1.1]
160,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU04728 hexokinase-1,K00844 HK; hexokinase [EC:2.7.1.1]
161,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU00575 glucokinase,K00844 HK; hexokinase [EC:2.7.1.1]
162,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU05956 gh2-2; glycosylhydrolase family 2-2,K01190 lacZ; beta-galactosidase [EC:3.2.1.23]
163,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU00810 gh2-3; glycosylhydrolase family 2-3,K01190 lacZ; beta-galactosidase [EC:3.2.1.23]
164,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU00629 emp-3; embden-meyerhof pathway-3,K00850 pfkA; 6-phosphofructokinase 1 [EC:2.7.1.11]
165,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU09209 galactose oxidase,K04618 GAOA; galactose oxidase [EC:1.1.3.9]
166,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU02583 gla-2; glucoamylase-2,K01187 malZ; alpha-glucosidase [EC:3.2.1.20]
167,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU04674 gh31-3; glycosylhydrolase family 31-3,K01187 malZ; alpha-glucosidase [EC:3.2.1.20]
168,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU09281 gh31-1; glycosylhydrolase 31-1,K01187 malZ; alpha-glucosidase [EC:3.2.1.20]
169,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU07860 gh13-5; glycosylhydrolase 13-5,"K01182 IMA; oligo-1,6-glucosidase [EC:3.2.1.10]"
170,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00052 Galactose metabolism [PATH:ncr00052],D      NCU06523 gh13-4; glycosylhydrolase family 13-4,"K01182 IMA; oligo-1,6-glucosidase [EC:3.2.1.10]"
171,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ncr00053],D      NCU04936 UDP-glucose 6-dehydrogenase,K00012 UGDH; UDPglucose 6-dehydrogenase [EC:1.1.1.22]
172,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ncr00053],D      NCU08228 UDP-glucose dehydrogenase,K00012 UGDH; UDPglucose 6-dehydrogenase [EC:1.1.1.22]
173,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ncr00053],D      NCU08856 myo-inositol oxygenase,K00469 MIOX; inositol oxygenase [EC:1.13.99.1]
174,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ncr00053],D      NCU04823 NADP-dependent alcohol dehydrogenase C,K00002 AKR1A1; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
175,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ncr00053],D      NCU00260 oxidoreductase,K00002 AKR1A1; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
176,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ncr00053],D      NCU08402 zinc-binding alcohol dehydrogenase,K00002 AKR1A1; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
177,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ncr00053],D      NCU01866 lactonohydrolase,K01053 gnl; gluconolactonase [EC:3.1.1.17]
178,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ncr00053],D      NCU03415 aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
179,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ncr00053],D      NCU07053 aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
180,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ncr00053],D      NCU00378 aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
181,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ncr00053],"D      NCU03188 sugar 1,4-lactone oxidase","K00107 ALO; D-arabinono-1,4-lactone oxidase [EC:1.1.3.37]"
182,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU02583 gla-2; glucoamylase-2,K01187 malZ; alpha-glucosidase [EC:3.2.1.20]
183,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU04674 gh31-3; glycosylhydrolase family 31-3,K01187 malZ; alpha-glucosidase [EC:3.2.1.20]
184,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU09281 gh31-1; glycosylhydrolase 31-1,K01187 malZ; alpha-glucosidase [EC:3.2.1.20]
185,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU02797 UTP-glucose-1-phosphate uridylyltransferase,K00963 UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
186,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU06871 do; doily,"K00706 E2.4.1.34; 1,3-beta-glucan synthase [EC:2.4.1.34]"
187,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],"D      NCU06381 GPI-anchored cell wall beta-1,3-endoglucanase EglC","K01199 EGLC; glucan endo-1,3-beta-D-glucosidase [EC:3.2.1.39]"
188,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],"D      NCU09175 GPI-anchored cell wall beta-1,3-endoglucanase EglC","K01199 EGLC; glucan endo-1,3-beta-D-glucosidase [EC:3.2.1.39]"
189,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],"D      NCU03914 glucan 1,3-beta-glucosidase","K01210 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]"
190,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],"D      NCU04850 exo-beta-1,3-glucanase","K01210 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]"
191,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],"D      NCU08097 exo-beta-1,3-glucanase","K01210 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]"
192,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],"D      NCU09791 beta-1,3-exoglucanase","K01210 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]"
193,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU00130 gh1-1; glycosylhydrolase family 1-1,K01188 E3.2.1.21; beta-glucosidase [EC:3.2.1.21]
194,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU07487 gh3-6; glycosylhydrolase family 3-6,K05349 bglX; beta-glucosidase [EC:3.2.1.21]
195,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU04952 gh3-4; glycosyl hydrolase family 3-4,K05349 bglX; beta-glucosidase [EC:3.2.1.21]
196,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU05577 gh3-5; glycosylhydrolase family 3-5,K05349 bglX; beta-glucosidase [EC:3.2.1.21]
197,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU08755 gh3-3; glycosylhydrolase 3-3,K05349 bglX; beta-glucosidase [EC:3.2.1.21]
198,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU08054 gh3-2; glycosylhydrolase 3-2,K05349 bglX; beta-glucosidase [EC:3.2.1.21]
199,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU03641 gh3-1; glycosylhydrolase family 3-1,K05349 bglX; beta-glucosidase [EC:3.2.1.21]
200,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU00762 gh5-1; glycosylhydrolase family 5-1,K01179 E3.2.1.4; endoglucanase [EC:3.2.1.4]
201,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU03254 hypothetical protein,K01179 E3.2.1.4; endoglucanase [EC:3.2.1.4]
202,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU05057 gh7-1; glycosylhydrolase family 7-1,K19357 CELB; cellulase [EC:3.2.1.4]
203,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU04027 gh7-3; glycosylhydrolase family 7-3,K19357 CELB; cellulase [EC:3.2.1.4]
204,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU04854 gh7-2; glycosylhydrolase family 7-2,"K01225 CBH1; cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]"
205,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU05104 gh7-4; glycosylhydrolase family 7-4,"K01225 CBH1; cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]"
206,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU07340 cbh-1; cellobiohydrolase-1,"K01225 CBH1; cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]"
207,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU03996 gh6-1; glycosylhydrolase family 6-1,"K19668 CBH2; cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]"
208,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU07190 gh6-3; glycosylhydrolase family 6-3,"K19668 CBH2; cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]"
209,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU09680 gh6-2; glycosylhydrolase family 6-2,"K19668 CBH2; cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]"
210,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU11186 NUDIX family hydrolase,K18447 NUDX14; ADP-sugar diphosphatase [EC:3.6.1.21]
211,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU06687 gsy-1; glycogen synthase-1,K00693 GYS; glycogen synthase [EC:2.4.1.11]
212,A09100 Metabolism,B  09101 Carbohydrate metabolism,C    00500 Starch and sucrose metabolism [PATH:ncr00500],D      NCU06698 gnn; glycogenin,K00750 GYG1; glycogenin [EC:2.4.1.186]
